order id,order date,country,city,region,subregion,customer id,industry,segment,product,sales,quantity,discount,profit
EMEA-2023-127180,2023-10-23,United Kingdom,London,EMEA,UKIR,1100,Finance,Enterprise,Site Analytics,2399.6,8,0.0,647.89
EMEA-2023-127180,2023-10-23,United Kingdom,London,EMEA,UKIR,1100,Finance,Enterprise,SaaS Connector Pack - Gold,63.9,5,0.0,28.76
EMEA-2023-127180,2023-10-23,United Kingdom,London,EMEA,UKIR,1100,Finance,Enterprise,Site Analytics,52.99,1,0.0,0.53
AMER-2023-165344,2023-11-14,Mexico,Toluca,AMER,LATAM,1033,Tech,Strategic,Data Smasher,60.86,4,20.0,9.13
AMER-2023-165344,2023-11-14,Mexico,Toluca,AMER,LATAM,1033,Tech,Strategic,Big Ol Database,653.0,7,70.0,-935.96
AMER-2023-165344,2023-11-14,Mexico,Toluca,AMER,LATAM,1033,Tech,Strategic,ContactMatcher,11.22,10,70.0,-7.48
APJ-2021-168186,2021-09-10,Singapore,Singapore,APJ,APAC,1044,Energy,SMB,Support,14.94,3,0.0,7.02
AMER-2023-110604,2023-05-16,Canada,Toronto,AMER,NAMER,1067,Consumer Products,SMB,SaaS Connector Pack,39.96,2,0.0,17.18
AMER-2023-110604,2023-05-16,Canada,Toronto,AMER,NAMER,1067,Consumer Products,SMB,FinanceHub,42.62,2,20.0,4.26
AMER-2023-110604,2023-05-16,Canada,Toronto,AMER,NAMER,1067,Consumer Products,SMB,FinanceHub,220.96,1,20.0,24.86
EMEA-2021-116750,2021-07-05,Sweden,Gothenburg,EMEA,NOR,1022,Communications,Strategic,SaaS Connector Pack,4.93,2,20.0,0.74
EMEA-2021-116750,2021-07-05,Sweden,Gothenburg,EMEA,NOR,1022,Communications,Strategic,ContactMatcher,7.23,5,70.0,-5.78
AMER-2021-162369,2021-08-15,United States,New York City,AMER,NAMER,1012,Finance,Strategic,Marketing Suite - Gold,323.1,2,0.0,61.39
EMEA-2023-108441,2023-06-13,United Kingdom,London,EMEA,UKIR,1018,Energy,SMB,Support,19.04,4,0.0,9.33
EMEA-2023-108441,2023-06-13,United Kingdom,London,EMEA,UKIR,1018,Energy,SMB,ContactMatcher,13.13,3,20.0,4.27
EMEA-2023-108441,2023-06-13,United Kingdom,London,EMEA,UKIR,1018,Energy,SMB,ChatBot Plugin,64.14,3,0.0,16.68
EMEA-2023-108441,2023-06-13,United Kingdom,London,EMEA,UKIR,1018,Energy,SMB,FinanceHub,858.24,4,10.0,143.04
EMEA-2021-169740,2021-02-20,United Arab Emirates,Abu Dhabi,EMEA,MEA,1024,Energy,SMB,Data Smasher,29.99,1,0.0,3.0
APJ-2022-124051,2022-12-30,Australia,Melbourne,APJ,ANZ,1003,Finance,SMB,Support,186.05,6,20.0,67.44
EMEA-2022-149111,2022-04-18,Sweden,Stockholm,EMEA,NOR,1019,Tech,Enterprise,Site Analytics,36.79,1,20.0,4.14
EMEA-2022-149111,2022-04-18,Sweden,Stockholm,EMEA,NOR,1019,Tech,Enterprise,SaaS Connector Pack,18.62,8,20.0,6.29
APJ-2020-131002,2020-09-07,Singapore,Singapore,APJ,APAC,1055,Healthcare,SMB,SaaS Connector Pack,57.69,3,0.0,23.65
APJ-2020-131002,2020-09-07,Singapore,Singapore,APJ,APAC,1055,Healthcare,SMB,ContactMatcher,42.81,3,0.0,20.12
APJ-2020-131002,2020-09-07,Singapore,Singapore,APJ,APAC,1055,Healthcare,SMB,Support,12.96,2,0.0,6.22
APJ-2020-131002,2020-09-07,Singapore,Singapore,APJ,APAC,1055,Healthcare,SMB,SaaS Connector Pack,821.88,6,0.0,213.69
APJ-2020-131002,2020-09-07,Singapore,Singapore,APJ,APAC,1055,Healthcare,SMB,Site Analytics,104.85,3,0.0,28.31
AMER-2022-146794,2022-09-27,United States,Long Beach,AMER,NAMER,1082,Finance,Strategic,Marketing Suite,424.96,5,15.0,20.0
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,ContactMatcher,10.78,3,20.0,3.5
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,ContactMatcher,11.78,3,20.0,4.27
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,Support,164.88,3,0.0,80.79
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,Marketing Suite,1292.94,3,0.0,77.58
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,ContactMatcher,25.58,2,20.0,8.95
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,Marketing Suite - Gold,261.74,2,0.0,65.44
EMEA-2023-112515,2023-09-18,Turkey,Ankara,EMEA,MEA,1100,Finance,Strategic,FinanceHub,14.4,5,0.0,7.06
AMER-2022-150343,2022-08-17,United States,Los Angeles,AMER,NAMER,1087,Manufacturing,SMB,SaaS Connector Pack - Gold,10.86,3,0.0,5.1
AMER-2021-135538,2021-12-24,Chile,Puente Alto,AMER,LATAM,1024,Energy,Strategic,FinanceHub,883.84,4,20.0,99.43
EMEA-2023-123372,2023-11-29,United Kingdom,London,EMEA,UKIR,1063,Consumer Products,Strategic,Site Analytics,1979.89,11,0.0,494.97
EMEA-2023-123372,2023-11-29,United Kingdom,London,EMEA,UKIR,1063,Consumer Products,Strategic,SaaS Connector Pack - Gold,79.96,2,0.0,35.98
EMEA-2023-159604,2023-04-15,Poland,Warsaw,EMEA,EU-WEST,1082,Finance,Enterprise,ContactMatcher,8.76,2,0.0,4.2
EMEA-2022-164784,2022-05-02,South Africa,Cape Town,EMEA,MEA,1006,Finance,SMB,FinanceHub,3.98,1,20.0,1.29
EMEA-2022-164784,2022-05-02,South Africa,Cape Town,EMEA,MEA,1006,Finance,SMB,ContactMatcher,370.62,3,40.0,-142.07
EMEA-2022-164784,2022-05-02,South Africa,Cape Town,EMEA,MEA,1006,Finance,SMB,ContactMatcher,2.74,2,70.0,-2.01
APJ-2022-111794,2022-10-02,Japan,Fukuoka,APJ,JAPN,1075,Consumer Products,SMB,Data Smasher,79.51,3,20.0,20.87
APJ-2022-111794,2022-10-02,Japan,Fukuoka,APJ,JAPN,1075,Consumer Products,SMB,Support,28.35,1,20.0,9.57
AMER-2021-139759,2021-08-25,United States,New York City,AMER,NAMER,1055,Healthcare,Enterprise,FinanceHub,40.78,1,20.0,4.59
AMER-2021-139759,2021-08-25,United States,New York City,AMER,NAMER,1055,Healthcare,Enterprise,OneView,105.96,4,0.0,29.67
APJ-2020-126403,2020-09-09,South Korea,Incheon,APJ,APAC,1063,Consumer Products,Strategic,Support,166.44,3,0.0,79.89
APJ-2020-126403,2020-09-09,South Korea,Incheon,APJ,APAC,1063,Consumer Products,Strategic,FinanceHub,785.88,6,0.0,212.19
APJ-2020-126403,2020-09-09,South Korea,Incheon,APJ,APAC,1063,Consumer Products,Strategic,Support,26.2,2,0.0,12.84
APJ-2020-126403,2020-09-09,South Korea,Incheon,APJ,APAC,1063,Consumer Products,Strategic,Marketing Suite - Gold,1325.85,5,0.0,238.65
AMER-2023-136875,2023-12-04,United States,Seattle,AMER,NAMER,1011,Finance,SMB,Support,166.44,3,0.0,79.89
EMEA-2023-132185,2023-11-28,Sweden,Stockholm,EMEA,NOR,1065,Finance,SMB,ChatBot Plugin,8.76,5,20.0,0.77
EMEA-2023-132185,2023-11-28,Sweden,Stockholm,EMEA,NOR,1065,Finance,SMB,OneView,43.58,1,20.0,4.36
EMEA-2020-160780,2020-06-21,Russia,Novosibirsk,EMEA,EU-EAST,1075,Consumer Products,SMB,ContactMatcher,11.09,7,70.0,-8.13
EMEA-2020-160780,2020-06-21,Russia,Novosibirsk,EMEA,EU-EAST,1075,Consumer Products,SMB,ContactMatcher,25.16,2,70.0,-16.78
AMER-2023-127026,2023-01-22,Brazil,Rio de Janeiro,AMER,LATAM,1081,Communications,Enterprise,ContactMatcher,14.4,5,0.0,7.06
AMER-2023-127026,2023-01-22,Brazil,Rio de Janeiro,AMER,LATAM,1081,Communications,Enterprise,Data Smasher,619.95,5,0.0,111.59
AMER-2023-127026,2023-01-22,Brazil,Rio de Janeiro,AMER,LATAM,1081,Communications,Enterprise,ContactMatcher,89.52,4,0.0,42.07
AMER-2023-127026,2023-01-22,Brazil,Rio de Janeiro,AMER,LATAM,1081,Communications,Enterprise,Big Ol Database,350.97,3,10.0,152.09
AMER-2023-127026,2023-01-22,Brazil,Rio de Janeiro,AMER,LATAM,1081,Communications,Enterprise,Site Analytics,164.99,1,0.0,49.5
AMER-2023-137085,2023-06-30,United States,New York City,AMER,NAMER,1055,Healthcare,SMB,ContactMatcher,312.55,9,20.0,101.58
EMEA-2022-133123,2022-09-07,Sweden,Uppsala,EMEA,NOR,1068,Finance,SMB,SaaS Connector Pack - Gold,95.95,3,20.0,29.98
EMEA-2022-133123,2022-09-07,Sweden,Uppsala,EMEA,NOR,1068,Finance,SMB,ContactMatcher,3.2,2,70.0,-2.46
APJ-2022-128195,2022-08-05,Australia,Adelaide,APJ,ANZ,1066,Tech,SMB,ContactMatcher,3.98,5,80.0,-6.57
AMER-2021-153220,2021-11-12,United States,New York City,AMER,NAMER,1017,Energy,Strategic,Support,15.7,5,0.0,7.06
APJ-2020-123064,2020-06-30,Australia,Sydney,APJ,ANZ,1028,Tech,SMB,ChatBot Plugin,5.25,4,20.0,1.64
EMEA-2023-156412,2023-12-05,France,Paris,EMEA,EU-WEST,1049,Healthcare,SMB,ContactMatcher,5.35,3,70.0,-4.46
EMEA-2022-144211,2022-08-29,Russia,St Petersburg,EMEA,EU-EAST,1017,Energy,SMB,Support,15.48,3,20.0,5.61
EMEA-2022-144211,2022-08-29,Russia,St Petersburg,EMEA,EU-EAST,1017,Energy,SMB,Site Analytics,108.58,3,20.0,8.14
AMER-2022-138079,2022-01-22,Canada,Toronto,AMER,NAMER,1089,Consumer Products,Strategic,SaaS Connector Pack,109.9,5,0.0,37.37
EMEA-2020-143182,2020-10-15,Germany,Hanover,EMEA,EU-WEST,1078,Finance,SMB,SaaS Connector Pack,15.38,1,20.0,4.04
AMER-2022-161662,2022-02-07,Mexico,Tijuana,AMER,LATAM,1093,Energy,SMB,Support,30.35,2,20.0,10.62
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,Big Ol Database,821.3,4,50.0,-16.43
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,Big Ol Database,22638.48,6,50.0,-1811.08
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,Support,21.38,4,20.0,7.48
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,ChatBot Plugin,8.02,3,20.0,1.0
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,SaaS Connector Pack,30.77,2,20.0,8.08
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,Storage,18.94,3,20.0,5.92
EMEA-2020-145317,2020-03-18,Germany,Berlin,EMEA,EU-WEST,1029,Healthcare,Enterprise,SaaS Connector Pack,122.35,3,20.0,15.29
APJ-2020-143413,2020-05-24,China,Beijing,APJ,APAC,1088,Consumer Products,SMB,Support,116.28,3,0.0,56.98
EMEA-2023-156818,2023-07-12,United Kingdom,London,EMEA,UKIR,1096,Retail,SMB,Data Smasher,132.6,6,0.0,17.24
APJ-2023-155873,2023-06-17,New Zealand,Wellington,APJ,ANZ,1031,Energy,Enterprise,Support,16.68,2,0.0,4.34
APJ-2023-155873,2023-06-17,New Zealand,Wellington,APJ,ANZ,1031,Energy,Enterprise,Support,19.44,3,0.0,9.33
APJ-2023-155873,2023-06-17,New Zealand,Wellington,APJ,ANZ,1031,Energy,Enterprise,Support,192.16,4,0.0,92.24
AMER-2021-121797,2021-01-30,United States,New York City,AMER,NAMER,1002,Healthcare,SMB,SaaS Connector Pack,227.36,7,0.0,81.85
AMER-2021-121797,2021-01-30,United States,New York City,AMER,NAMER,1002,Healthcare,SMB,Big Ol Database,1919.98,3,20.0,216.0
EMEA-2021-120572,2021-12-11,Germany,Berlin,EMEA,EU-WEST,1009,Manufacturing,SMB,ContactMatcher,12.83,2,70.0,-8.98
AMER-2023-132430,2023-10-10,Mexico,Tijuana,AMER,LATAM,1039,Manufacturing,Strategic,SaaS Connector Pack,45.89,4,20.0,9.18
EMEA-2023-146031,2023-07-30,United Kingdom,Brighton,EMEA,UKIR,1045,Manufacturing,SMB,ChatBot Plugin,60.12,9,0.0,22.24
EMEA-2020-110100,2020-04-25,Sweden,Stockholm,EMEA,NOR,1026,Retail,SMB,Site Analytics,302.38,3,20.0,37.8
AMER-2021-103723,2021-12-01,Canada,Toronto,AMER,NAMER,1020,Finance,Enterprise,ChatBot Plugin,13.9,5,0.0,5.56
EMEA-2020-127187,2020-12-04,United Kingdom,London,EMEA,UKIR,1039,Manufacturing,Strategic,Site Analytics,129.98,2,0.0,62.39
EMEA-2023-128475,2023-08-27,Finland,Helsinki,EMEA,NOR,1047,Retail,Enterprise,Data Smasher,71.98,2,0.0,15.12
EMEA-2020-100006,2020-09-07,United Kingdom,London,EMEA,UKIR,1073,Consumer Products,SMB,Site Analytics,377.97,3,0.0,109.61
AMER-2023-144827,2023-12-22,United States,Milwaukee,AMER,NAMER,1045,Manufacturing,SMB,Marketing Suite - Gold,124.36,2,0.0,33.58
APJ-2020-110030,2020-12-06,Japan,Tokyo,APJ,JAPN,1076,Tech,SMB,SaaS Connector Pack,23.98,3,60.0,-14.39
EMEA-2020-121286,2020-11-04,Sweden,Gothenburg,EMEA,NOR,1028,Tech,Strategic,Storage,8.38,3,20.0,2.72
EMEA-2020-121286,2020-11-04,Sweden,Gothenburg,EMEA,NOR,1028,Tech,Strategic,OneView,58.24,5,20.0,5.1
EMEA-2022-164735,2022-04-15,Spain,Alicante,EMEA,EU-WEST,1055,Healthcare,SMB,Marketing Suite - Gold,81.2,5,0.0,12.18
AMER-2020-153479,2020-10-04,United States,Miami,AMER,NAMER,1006,Finance,SMB,FinanceHub,14.45,5,0.0,6.79
AMER-2020-153479,2020-10-04,United States,Miami,AMER,NAMER,1006,Finance,SMB,ContactMatcher,95.65,2,20.0,31.09
EMEA-2023-149888,2023-11-08,France,Paris,EMEA,EU-WEST,1078,Finance,SMB,Site Analytics,359.97,5,40.0,-71.99
EMEA-2023-149888,2023-11-08,France,Paris,EMEA,EU-WEST,1078,Finance,SMB,ContactMatcher,350.35,4,40.0,-140.14
AMER-2023-119193,2023-12-23,Mexico,Cancun,AMER,LATAM,1054,Finance,SMB,ContactMatcher,1.64,1,70.0,-1.31
AMER-2023-119193,2023-12-23,Mexico,Cancun,AMER,LATAM,1054,Finance,SMB,Site Analytics,629.96,7,40.0,94.49
AMER-2023-104801,2023-02-14,Canada,Toronto,AMER,NAMER,1043,Manufacturing,SMB,ChatBot Plugin,6.63,3,0.0,1.79
AMER-2023-104801,2023-02-14,Canada,Toronto,AMER,NAMER,1043,Manufacturing,SMB,Data Smasher,799.96,4,0.0,343.98
AMER-2023-104801,2023-02-14,Canada,Toronto,AMER,NAMER,1043,Manufacturing,SMB,SaaS Connector Pack,107.53,1,0.0,21.51
AMER-2020-107594,2020-07-02,Argentina,Rosario,AMER,LATAM,1043,Manufacturing,SMB,Site Analytics,73.98,2,0.0,19.97
AMER-2020-107594,2020-07-02,Argentina,Rosario,AMER,LATAM,1043,Manufacturing,SMB,ChatBot Plugin,5.58,1,0.0,2.18
APJ-2021-129770,2021-02-21,New Zealand,Auckland,APJ,ANZ,1007,Healthcare,SMB,Support,49.12,4,0.0,23.09
APJ-2021-115798,2021-11-13,Philippines,Manila,APJ,APAC,1085,Retail,SMB,Site Analytics,377.97,3,0.0,94.49
APJ-2021-115798,2021-11-13,Philippines,Manila,APJ,APAC,1085,Retail,SMB,Support,42.28,7,0.0,19.87
APJ-2021-115798,2021-11-13,Philippines,Manila,APJ,APAC,1085,Retail,SMB,Marketing Suite,299.97,3,0.0,56.99
APJ-2021-115798,2021-11-13,Philippines,Manila,APJ,APAC,1085,Retail,SMB,Site Analytics,89.98,2,0.0,43.19
EMEA-2023-122707,2023-04-17,Portugal,Lisboa,EMEA,EU-WEST,1081,Communications,Strategic,Support,477.24,4,0.0,9.54
EMEA-2023-122707,2023-04-17,Portugal,Lisboa,EMEA,EU-WEST,1081,Communications,Strategic,Data Smasher,25.98,2,0.0,1.56
AMER-2022-165015,2022-02-25,Mexico,Monterrey,AMER,LATAM,1012,Finance,SMB,SaaS Connector Pack - Gold,46.72,5,20.0,17.52
AMER-2020-149244,2020-11-04,United States,Seattle,AMER,NAMER,1034,Energy,SMB,SaaS Connector Pack,35.34,2,0.0,13.43
AMER-2021-140144,2021-06-20,United States,Los Angeles,AMER,NAMER,1088,Consumer Products,Strategic,SaaS Connector Pack,257.64,6,0.0,100.48
AMER-2021-140144,2021-06-20,United States,Los Angeles,AMER,NAMER,1088,Consumer Products,Strategic,Site Analytics,125.98,3,20.0,47.24
EMEA-2023-163321,2023-08-08,Sweden,Stockholm,EMEA,NOR,1013,Energy,SMB,Data Smasher,79.99,1,20.0,22.0
APJ-2020-155887,2020-05-12,South Korea,Seoul,APJ,APAC,1009,Manufacturing,SMB,ContactMatcher,700.06,3,30.0,-130.01
APJ-2021-165449,2021-11-22,Japan,Hyogo,APJ,JAPN,1026,Retail,Enterprise,Data Smasher,27.17,4,20.0,-1.36
EMEA-2021-110247,2021-12-04,Germany,Munich,EMEA,EU-WEST,1011,Finance,SMB,ContactMatcher,8.23,3,70.0,-6.03
AMER-2020-141257,2020-06-08,Canada,Toronto,AMER,NAMER,1014,Manufacturing,SMB,FinanceHub,585.55,3,20.0,73.19
AMER-2020-154669,2020-08-08,United States,Wilmington,AMER,NAMER,1084,Consumer Products,SMB,Marketing Suite - Gold,423.28,11,0.0,110.05
AMER-2020-158029,2020-05-26,United States,New York City,AMER,NAMER,1006,Finance,SMB,FinanceHub,225.3,2,20.0,22.53
AMER-2021-155306,2021-04-17,United States,Los Angeles,AMER,NAMER,1036,Transportation,SMB,ChatBot Plugin,5.56,2,0.0,2.22
AMER-2021-155306,2021-04-17,United States,Los Angeles,AMER,NAMER,1036,Transportation,SMB,Data Smasher,323.37,3,0.0,129.35
AMER-2021-155306,2021-04-17,United States,Los Angeles,AMER,NAMER,1036,Transportation,SMB,Site Analytics,783.96,5,20.0,68.6
AMER-2021-155306,2021-04-17,United States,Los Angeles,AMER,NAMER,1036,Transportation,SMB,OneView,1447.65,5,0.0,419.82
AMER-2021-155306,2021-04-17,United States,Los Angeles,AMER,NAMER,1036,Transportation,SMB,Support,11.96,2,0.0,5.86
EMEA-2022-127775,2022-06-12,United Kingdom,London,EMEA,UKIR,1047,Retail,SMB,Data Smasher,239.97,3,0.0,71.99
EMEA-2022-146171,2022-03-12,Finland,Helsinki,EMEA,NOR,1084,Consumer Products,Enterprise,SaaS Connector Pack,76.92,4,0.0,31.54
EMEA-2022-146171,2022-03-12,Finland,Helsinki,EMEA,NOR,1084,Consumer Products,Enterprise,Marketing Suite - Gold,481.32,4,0.0,125.14
EMEA-2020-129574,2020-05-26,Turkey,Istanbul,EMEA,MEA,1044,Energy,Enterprise,Support,48.4,5,0.0,23.23
AMER-2023-126536,2023-10-13,United States,Los Angeles,AMER,NAMER,1033,Tech,Enterprise,Data Smasher,0.99,1,0.0,0.44
AMER-2023-126536,2023-10-13,United States,Los Angeles,AMER,NAMER,1033,Tech,Enterprise,ContactMatcher,101.84,5,20.0,36.92
EMEA-2023-165757,2023-06-23,France,Paris,EMEA,EU-WEST,1093,Energy,Enterprise,ContactMatcher,10.33,3,70.0,-7.58
EMEA-2023-165757,2023-06-23,France,Paris,EMEA,EU-WEST,1093,Energy,Enterprise,ContactMatcher,31.16,5,70.0,-23.89
EMEA-2023-165757,2023-06-23,France,Paris,EMEA,EU-WEST,1093,Energy,Enterprise,Marketing Suite - Gold,8.93,2,20.0,0.67
EMEA-2023-167752,2023-01-16,France,Paris,EMEA,EU-WEST,1006,Finance,SMB,OneView,34.38,1,20.0,3.87
EMEA-2023-167752,2023-01-16,France,Paris,EMEA,EU-WEST,1006,Finance,SMB,OneView,1924.16,8,20.0,312.68
APJ-2021-122140,2021-04-02,Japan,Aichi,APJ,JAPN,1061,Energy,SMB,OneView,32.19,2,80.0,-80.48
APJ-2021-122140,2021-04-02,Japan,Aichi,APJ,JAPN,1061,Energy,SMB,Data Smasher,50.12,7,20.0,-0.63
APJ-2021-122140,2021-04-02,Japan,Aichi,APJ,JAPN,1061,Energy,SMB,Data Smasher,47.98,3,20.0,1.8
EMEA-2022-163986,2022-09-04,Italy,Bologna,EMEA,EU,1025,Retail,SMB,Marketing Suite - Gold,54.5,5,0.0,14.17
EMEA-2023-158967,2023-12-11,Germany,Stuttgart,EMEA,EU-WEST,1029,Healthcare,SMB,SaaS Connector Pack,19.1,3,20.0,5.73
AMER-2022-131576,2022-11-23,Brazil,São Paulo,AMER,LATAM,1038,Healthcare,SMB,ContactMatcher,49.44,3,0.0,24.23
AMER-2023-143455,2023-11-12,Mexico,Toluca,AMER,LATAM,1013,Energy,Enterprise,Support,10.37,2,20.0,3.63
AMER-2022-144729,2022-10-22,United States,Seattle,AMER,NAMER,1072,Tech,SMB,Marketing Suite - Gold,154.44,3,0.0,1.54
EMEA-2021-127019,2021-12-21,Russia,St Petersburg,EMEA,EU-EAST,1089,Consumer Products,Strategic,OneView,60.98,7,20.0,4.57
AMER-2021-138534,2021-07-17,United States,Indianapolis,AMER,NAMER,1005,Finance,SMB,Marketing Suite,195.47,2,15.0,-13.8
EMEA-2023-108322,2023-05-01,Germany,Nuremberg,EMEA,EU-WEST,1005,Finance,Strategic,SaaS Connector Pack,23.68,8,20.0,6.22
EMEA-2023-108322,2023-05-01,Germany,Nuremberg,EMEA,EU-WEST,1005,Finance,Strategic,Data Smasher,2.38,3,20.0,0.74
EMEA-2023-167668,2023-05-07,United Kingdom,London,EMEA,UKIR,1011,Finance,SMB,FinanceHub,59.2,4,0.0,29.6
EMEA-2023-146724,2023-11-21,Luxembourg,Luxembourg,EMEA,EU-WEST,1075,Consumer Products,SMB,ChatBot Plugin,22.0,10,0.0,9.68
AMER-2022-139878,2022-11-12,Brazil,São Paulo,AMER,LATAM,1086,Tech,SMB,Site Analytics,257.98,2,0.0,74.81
EMEA-2022-106677,2022-11-06,France,Paris,EMEA,EU-WEST,1080,Finance,Strategic,Site Analytics,23.99,2,40.0,-15.99
AMER-2022-116974,2022-10-10,Mexico,Tijuana,AMER,LATAM,1022,Communications,Strategic,Site Analytics,23.98,4,40.0,-15.58
AMER-2021-149972,2021-09-21,United States,New York City,AMER,NAMER,1048,Retail,Enterprise,FinanceHub,601.54,4,20.0,0.0
AMER-2021-149972,2021-09-21,United States,New York City,AMER,NAMER,1048,Retail,Enterprise,Storage,7.9,2,0.0,2.53
APJ-2020-117744,2020-12-02,Japan,Hiroshima,APJ,JAPN,1007,Healthcare,Strategic,SaaS Connector Pack,58.36,5,60.0,-24.8
APJ-2020-117744,2020-12-02,Japan,Hiroshima,APJ,JAPN,1007,Healthcare,Strategic,ChatBot Plugin,16.46,7,20.0,1.44
APJ-2020-117744,2020-12-02,Japan,Hiroshima,APJ,JAPN,1007,Healthcare,Strategic,SaaS Connector Pack,39.96,5,60.0,-23.98
AMER-2020-125514,2020-09-21,Costa Rica,San José,AMER,LATAM,1046,Manufacturing,Strategic,OneView,25.96,2,0.0,7.53
AMER-2020-125514,2020-09-21,Costa Rica,San José,AMER,LATAM,1046,Manufacturing,Strategic,OneView,36.27,3,0.0,10.88
AMER-2020-125514,2020-09-21,Costa Rica,San José,AMER,LATAM,1046,Manufacturing,Strategic,Support,6.48,1,0.0,3.11
AMER-2020-154599,2020-04-12,United States,Lakewood,AMER,NAMER,1067,Consumer Products,Strategic,Site Analytics,1075.09,14,20.0,94.07
AMER-2020-154599,2020-04-12,United States,Lakewood,AMER,NAMER,1067,Consumer Products,Strategic,Site Analytics,438.37,4,20.0,38.36
AMER-2020-154599,2020-04-12,United States,Lakewood,AMER,NAMER,1067,Consumer Products,Strategic,ContactMatcher,18.09,7,20.0,6.56
AMER-2020-154599,2020-04-12,United States,Lakewood,AMER,NAMER,1067,Consumer Products,Strategic,Marketing Suite,308.5,3,15.0,-18.15
EMEA-2023-158743,2023-10-21,United Arab Emirates,Abu Dhabi,EMEA,MEA,1080,Finance,SMB,ChatBot Plugin,13.36,4,0.0,4.14
EMEA-2023-158743,2023-10-21,United Arab Emirates,Abu Dhabi,EMEA,MEA,1080,Finance,SMB,Support,39.96,2,0.0,18.78
EMEA-2023-158743,2023-10-21,United Arab Emirates,Abu Dhabi,EMEA,MEA,1080,Finance,SMB,ContactMatcher,145.85,5,0.0,70.01
EMEA-2022-153318,2022-10-26,Germany,Hamburg,EMEA,EU-WEST,1029,Healthcare,Strategic,Site Analytics,783.96,5,20.0,78.4
EMEA-2021-110163,2021-11-01,Belgium,Brussels,EMEA,EU-WEST,1040,Finance,SMB,ChatBot Plugin,7.88,1,20.0,1.77
APJ-2023-143329,2023-11-04,New Zealand,Auckland,APJ,ANZ,1084,Consumer Products,SMB,SaaS Connector Pack,41.37,3,0.0,17.38
AMER-2021-159380,2021-05-12,United States,Los Angeles,AMER,NAMER,1003,Finance,SMB,Support,12.84,3,0.0,5.78
AMER-2021-159380,2021-05-12,United States,Los Angeles,AMER,NAMER,1003,Finance,SMB,Support,25.68,6,0.0,11.56
APJ-2021-122623,2021-09-07,Japan,Shizuoka,APJ,JAPN,1002,Healthcare,SMB,FinanceHub,47.52,2,30.0,-2.04
AMER-2021-148635,2021-07-25,Canada,Toronto,AMER,NAMER,1082,Finance,SMB,Storage,9.42,2,0.0,0.47
AMER-2021-148635,2021-07-25,Canada,Toronto,AMER,NAMER,1082,Finance,SMB,Support,12.96,2,0.0,6.22
AMER-2021-148635,2021-07-25,Canada,Toronto,AMER,NAMER,1082,Finance,SMB,Marketing Suite,704.9,5,0.0,56.39
AMER-2021-148635,2021-07-25,Canada,Toronto,AMER,NAMER,1082,Finance,SMB,FinanceHub,561.57,2,20.0,28.08
EMEA-2021-135685,2021-11-16,Italy,Milan,EMEA,EU,1016,Manufacturing,Enterprise,Support,179.82,9,0.0,84.52
EMEA-2021-135685,2021-11-16,Italy,Milan,EMEA,EU,1016,Manufacturing,Enterprise,SaaS Connector Pack,185.58,6,0.0,76.09
EMEA-2021-135685,2021-11-16,Italy,Milan,EMEA,EU,1016,Manufacturing,Enterprise,ContactMatcher,214.11,3,0.0,36.4
EMEA-2021-135685,2021-11-16,Italy,Milan,EMEA,EU,1016,Manufacturing,Enterprise,Data Smasher,999.96,4,0.0,229.99
EMEA-2021-135685,2021-11-16,Italy,Milan,EMEA,EU,1016,Manufacturing,Enterprise,ContactMatcher,653.55,3,0.0,111.1
APJ-2021-104626,2021-09-01,South Korea,Seoul,APJ,APAC,1083,Misc,Enterprise,ContactMatcher,114.6,5,0.0,51.57
APJ-2021-104626,2021-09-01,South Korea,Seoul,APJ,APAC,1083,Misc,Enterprise,FinanceHub,60.74,1,0.0,15.18
APJ-2021-104626,2021-09-01,South Korea,Seoul,APJ,APAC,1083,Misc,Enterprise,SaaS Connector Pack,124.36,2,0.0,27.36
APJ-2021-104626,2021-09-01,South Korea,Seoul,APJ,APAC,1083,Misc,Enterprise,Marketing Suite - Gold,1088.76,6,0.0,315.74
